nom,prenom,occupation,age,taille,poids,options,genre,label
DE HALLUIN,Berenice,Travail:temps partiel,24,1.7,47,3,La France,1
DE NAVARRE,Hermione,Etudiante,25,1.67,53,3,Asie,1
SNIVELY,Anna,Etudiante,23,1.8,47,4,Afrique,1
DE PROVENCE,Morgane,Etudiante,23,1.78,63,4,Europe (autre que la France),1
DE FRANCIE,Theodora,Etudiante,24,1.72,56,3,Asie,1
GOBEIL,Hermione,Travail:temps partiel,23,1.81,60,4,Afrique,1
SNAVELY,Auriane,Travail:temps plein,24,1.82,47,4,Amerique,0
D AUTRICHE,Eliane,Travail:temps partiel,25,1.71,49,4,Europe (autre que la France),1
DE BURGONDIE,Ambre,Etudiante,25,1.67,66,3,Asie,1
DE LOMBARDIE,Zelie,Travail:temps plein,22,1.75,52,4,Europe (autre que la France),0
SCHNEBLI,Noelie,Travail:temps plein,24,1.8,52,3,Amerique,0
DE NORMANDIE,Lucile,Travail:temps partiel,24,1.68,58,3,Asie,1
WUETRICH,Brune,Etudiante,24,1.72,53,3,Afrique,1
D AUSTRASIE,Nathalie,Etudiante,23,1.79,62,5,La France,1
DE ROHAN,Melodie,Etudiante,26,1.8,68,5,La France,1
DE VERMANDOIS,Elisabeth,Travail:temps plein,22,1.78,51,5,Asie,0
DE LIMOGES,Aude,Travail:temps partiel,24,1.71,48,5,Amerique,1
DE CASTILLE,Clara,Travail:temps plein,26,1.83,63,5,La France,0
DE MONTCLAR,Rose,Travail:temps plein,24,1.8,61,3,Asie,0
DE PROVENCE,Marceline,Travail:temps plein,25,1.7,62,5,Afrique,0
SANDOZ GENDRE,Juliette,Etudiante,26,1.71,52,5,Europe (autre que la France),1
DE TOULOUSE,Flore,Etudiante,24,1.66,53,4,La France,1
DE HALLUIN,Amelie,Travail:temps plein,22,1.68,57,5,La France,0
LACHARITe,Line,Travail:temps plein,23,1.69,53,4,Europe (autre que la France),0
DE FRANCIE,Amandine,Travail:temps plein,24,1.73,65,4,Europe (autre que la France),0
DE HALLUIN,Barbara,Travail:temps partiel,24,1.84,67,5,Europe (autre que la France),1
D AUTRICHE,InEs,Travail:temps plein,25,1.69,64,3,Amerique,0
DE TOXANDRIE,Lina,Etudiante,22,1.71,55,5,Amerique,1
D AQUITAINE,Lucile,Travail:temps partiel,26,1.65,58,5,La France,1
CAROLINGIEN,HelEne,Travail:temps plein,23,1.84,54,5,Asie,0
GAUDREAULT,Alix,Etudiante,24,1.78,52,4,La France,1
DE ROHAN,Athenais,Travail:temps plein,23,1.81,50,5,Amerique,0
LACHARITe,Adelaide,Travail:temps partiel,25,1.79,51,4,Afrique,1
DE LOMBARDIE,Marylou,Travail:temps partiel,25,1.67,54,3,Europe (autre que la France),1
D ANGLETERRE,Bertille,Travail:temps plein,25,1.68,47,3,La France,0
SNIVELY,MylEne,Travail:temps partiel,23,1.78,64,5,Afrique,1
DE VERMANDOIS,Clemence,Travail:temps partiel,25,1.78,52,3,Afrique,1
DE CASTILLE,Albane,Etudiante,23,1.84,57,3,Europe (autre que la France),1
D AUSTRASIE,Auriane,Travail:temps plein,25,1.76,52,5,Europe (autre que la France),0
D AUSTRASIE,Catherine,Travail:temps plein,25,1.66,60,4,Europe (autre que la France),0
DE GASCOGNE,Eliane,Travail:temps partiel,26,1.75,57,3,Europe (autre que la France),1
DE COLOGNE,Leonie,Etudiante,26,1.81,63,5,Afrique,1
DE NAVARRE,Lena,Travail:temps partiel,27,1.8,56,5,Amerique,1
SNIVELY,Fleur,Etudiante,26,1.78,56,4,Afrique,1
DE MONTMORENCY,Adeline,Etudiante,23,1.72,60,5,La France,1
BOULIANNE,Berenice,Travail:temps partiel,26,1.7,46,4,La France,1
DE DANEMARK,Blandine,Etudiante,24,1.7,62,4,Europe (autre que la France),1
DE MONTMORENCY,Marilou,Etudiante,25,1.7,65,3,La France,1
DE HALLUIN,Elise,Etudiante,27,1.81,64,4,Europe (autre que la France),1
DE CHAMPAGNE,Athenais,Etudiante,22,1.68,66,5,Amerique,1
D ANGLETERRE,Aude,Travail:temps partiel,24,1.81,58,3,Asie,1
DE HAINAUT,Lydia,Etudiante,24,1.77,56,5,Europe (autre que la France),1
LACHARITe,Armance,Travail:temps plein,22,1.76,65,3,Amerique,0
DE ROME,Colette,Etudiante,26,1.73,54,4,Afrique,1
DE BAVIERE,Lise,Travail:temps plein,23,1.74,63,4,Europe (autre que la France),0
GOBEIL,SolEne,Travail:temps plein,25,1.73,49,5,Afrique,0
DE GASCOGNE,Marianne,Travail:temps partiel,22,1.83,46,5,La France,1
DE MONTMORENCY,Lou,Travail:temps partiel,25,1.68,66,3,Europe (autre que la France),1
DE THURINGE,Eve,Travail:temps plein,25,1.83,60,4,Asie,0
GAUDREAULT,Charlotte,Etudiante,24,1.79,58,4,Amerique,1
D AQUITAINE,Angeline,Travail:temps partiel,23,1.74,56,3,Afrique,1
SNAVELY,Eve,Travail:temps plein,26,1.75,62,5,Afrique,0
DE LUXEMBOURG,Adelaide,Travail:temps partiel,27,1.73,59,5,Amerique,1
DE NORMANDIE,Ludivine,Travail:temps partiel,23,1.66,63,4,La France,1
DE SAXE,Hermione,Travail:temps partiel,23,1.77,63,4,Amerique,1
DE GASCOGNE,Ludivine,Travail:temps partiel,22,1.8,62,4,Asie,1
D AUTRICHE,Chloe,Etudiante,22,1.8,46,3,La France,1
GOBEIL,Margaux,Travail:temps plein,22,1.7,63,4,Afrique,0
DE LOMBARDIE,Blandine,Travail:temps plein,26,1.66,55,5,Afrique,0
DE LOMBARDIE,Adeline,Etudiante,27,1.82,66,4,Afrique,1
DE LIMOGES,Artemis,Etudiante,26,1.83,66,4,La France,1
DE CHAMPAGNE,Cyrielle,Travail:temps partiel,23,1.78,60,3,Europe (autre que la France),1
SCHNEBLI,Alexine,Travail:temps partiel,27,1.72,67,5,La France,1
DE ROHAN,Amelie,Etudiante,27,1.84,58,4,Afrique,1
DE MONTMORENCY,Aglae,Travail:temps plein,27,1.73,63,5,Afrique,0
LACHARITe,LaurEne,Travail:temps partiel,22,1.72,59,5,Europe (autre que la France),1
DE BURGONDIE,Elise,Travail:temps partiel,22,1.74,48,3,Afrique,1
DE DANEMARK,Armelle,Etudiante,26,1.82,58,3,Europe (autre que la France),1
D ALeMANIE,Iris,Travail:temps plein,26,1.65,53,5,Afrique,0
SNIVELY,Brune,Etudiante,22,1.65,62,3,Asie,1
DE HALLUIN,France,Travail:temps partiel,22,1.68,55,4,La France,1
CAROLINGIEN,Margot,Etudiante,22,1.76,49,5,La France,1
GOBEIL,Louise,Travail:temps plein,22,1.78,54,4,Asie,0
DE GASCOGNE,Lyne,Travail:temps partiel,24,1.67,48,4,Europe (autre que la France),1
DE SAXE,Marianne,Etudiante,23,1.76,62,4,Europe (autre que la France),1
DE NAVARRE,Theodora,Travail:temps partiel,23,1.71,55,4,La France,1
CAROLINGIEN,Lea,Etudiante,23,1.75,64,3,Amerique,1
DE PROVENCE,Apolline,Travail:temps plein,22,1.79,47,5,Amerique,0
D AQUITAINE,Rosalie,Travail:temps partiel,24,1.65,67,3,Asie,1
DE GASCOGNE,Lucile,Etudiante,23,1.73,64,5,Afrique,1
DE PROVENCE,Julia,Etudiante,25,1.84,51,5,Asie,1
DE BURGONDIE,Violette,Travail:temps partiel,27,1.74,46,4,Afrique,1
DE PROVENCE,HelEne,Travail:temps plein,25,1.79,49,4,Europe (autre que la France),0
D ALeMANIE,Abigaelle,Etudiante,24,1.7,60,3,Europe (autre que la France),1
DE FRANCIE,Tiphaine,Travail:temps plein,26,1.82,63,5,Afrique,0
D AUTRICHE,Zelie,Travail:temps plein,25,1.79,55,4,Amerique,0
DE NORMANDIE,Anna,Etudiante,26,1.82,58,5,La France,1
DE THURINGE,Auxane,Travail:temps partiel,27,1.81,47,5,Europe (autre que la France),1
DE LOMBARDIE,Mathilde,Travail:temps plein,27,1.81,50,3,Afrique,0
DE ROME,Armance,Travail:temps plein,27,1.8,67,3,Asie,0
DE CASTILLE,SolEne,Travail:temps partiel,26,1.8,57,5,Amerique,1
D ANGLETERRE,Anna,Etudiante,23,1.79,64,4,Asie,1
DE MONTCLAR,Celine,Etudiante,25,1.84,55,3,Afrique,1
CAROLINGIEN,Angelique,Travail:temps plein,22,1.8,65,4,Europe (autre que la France),0
SCHNEBLI,Lucie,Etudiante,25,1.66,53,4,Europe (autre que la France),1
DE BAVIERE,Coralie,Travail:temps partiel,24,1.66,60,5,Afrique,1
DE LUXEMBOURG,Eglantine,Travail:temps partiel,27,1.73,49,5,Afrique,1
DE LUXEMBOURG,Aline,Travail:temps plein,27,1.66,66,4,Amerique,0
D AQUITAINE,Charlotte,Travail:temps plein,22,1.76,53,5,Asie,0
SANDOZ GENDRE,Lucile,Travail:temps plein,22,1.8,46,3,Afrique,0
DE THURINGE,Heloise,Etudiante,25,1.71,66,4,Afrique,1
D eGYPTE,Lise,Travail:temps plein,24,1.71,60,3,La France,0
DE TOULOUSE,Angeline,Etudiante,23,1.76,50,3,Afrique,1
DE HALLEWIN,Rose,Travail:temps plein,25,1.68,58,5,La France,0
WUETRICH,Romane,Travail:temps plein,26,1.77,48,3,Asie,0
WUETRICH,Lena,Travail:temps partiel,25,1.72,64,3,Europe (autre que la France),1
DE WISIGOTHIE,Chloe,Travail:temps plein,26,1.75,56,5,Afrique,0
LACHARITe,Heloise,Travail:temps partiel,25,1.83,59,3,La France,1
D ANGLETERRE,Clarisse,Travail:temps partiel,24,1.84,65,4,Asie,1
DE FRANCIE,Armelle,Travail:temps plein,25,1.75,67,3,Amerique,0
DE CASTILLE,Bertille,Etudiante,22,1.82,59,5,Asie,1
D ANGLETERRE,Athenais,Travail:temps partiel,25,1.8,63,4,Europe (autre que la France),1
DE VERMANDOIS,Margaux,Etudiante,23,1.84,59,3,Amerique,1
DE NORMANDIE,Chloe,Travail:temps plein,25,1.83,46,5,Asie,0
DE ROHAN,Zelie,Travail:temps partiel,23,1.79,53,3,Afrique,1
D AUTRICHE,HelEne,Travail:temps partiel,24,1.82,63,5,Asie,1
MALTAIS,Flavie,Travail:temps partiel,24,1.84,57,4,Amerique,1
DE HALLUIN,Adeline,Travail:temps partiel,22,1.72,58,5,Europe (autre que la France),1
DE LUXEMBOURG,Clemence,Etudiante,25,1.71,59,4,La France,1
DE COLOGNE,Abigaelle,Travail:temps partiel,24,1.84,47,4,La France,1
DE NAVARRE,Amandine,Travail:temps plein,24,1.79,48,5,Europe (autre que la France),0
SCHNEBLI,Barbara,Etudiante,26,1.7,64,4,La France,1
D ANGOULEME,Daphne,Travail:temps partiel,27,1.8,53,5,Europe (autre que la France),1
DE THURINGE,HelEne,Travail:temps partiel,25,1.76,51,3,Asie,1
BUJOLD,Estelle,Etudiante,23,1.82,66,4,Amerique,1
DE NORMANDIE,Laetitia,Travail:temps plein,26,1.72,59,3,Europe (autre que la France),0
DE HAINAUT,Hermione,Travail:temps partiel,22,1.68,47,4,Europe (autre que la France),1
DE LOMBARDIE,Lou,Etudiante,25,1.7,66,5,Asie,1
DE MONTMORENCY,Coralie,Travail:temps partiel,24,1.82,68,5,La France,1
BUJOLD,Aglae,Travail:temps plein,27,1.71,60,3,Amerique,0
DE LUXEMBOURG,Marilou,Travail:temps partiel,25,1.68,68,5,Amerique,1
DE HAINAUT,Ysaline,Etudiante,24,1.71,54,5,Afrique,1
BUJOLD,Marine,Travail:temps partiel,25,1.79,47,3,Afrique,1
DE PROVENCE,Charlotte,Travail:temps plein,25,1.83,64,5,Afrique,0
CAROLINGIEN,Charlotte,Travail:temps partiel,24,1.7,65,3,Asie,1
DE TOXANDRIE,Eugenie,Etudiante,26,1.69,50,4,Europe (autre que la France),1
D ANGLETERRE,Ambre,Travail:temps partiel,22,1.74,61,3,La France,1
GAUDREAULT,Claire,Etudiante,25,1.78,56,4,Afrique,1
SNIVELY,Aglae,Etudiante,26,1.67,51,4,Amerique,1
DE VERMANDOIS,Camille,Travail:temps partiel,25,1.69,47,5,Europe (autre que la France),1
DE DANEMARK,Marion,Travail:temps partiel,24,1.72,50,5,Afrique,1
DE COURTENAY,Juliette,Etudiante,25,1.75,63,5,Afrique,1
DE FRANCIE,Luce,Travail:temps partiel,24,1.83,48,5,La France,1
DE LOMBARDIE,Fleur,Etudiante,25,1.84,64,5,Europe (autre que la France),1
DE ROME,Line,Travail:temps partiel,23,1.76,66,4,La France,1
DE COURTENAY,Lydia,Travail:temps partiel,22,1.8,58,5,Amerique,1
DE PROVENCE,Prune,Travail:temps partiel,27,1.74,60,5,Afrique,1
WUETRICH,Eva,Travail:temps partiel,27,1.68,60,5,Europe (autre que la France),1
SNAVELY,Seraphine,Etudiante,27,1.83,48,4,Europe (autre que la France),1
DE BAVIERE,Luce,Travail:temps plein,23,1.76,48,3,Afrique,0
DE LUXEMBOURG,Marion,Etudiante,23,1.65,58,5,Asie,1
BUJOLD,Armance,Travail:temps plein,22,1.76,56,3,Afrique,0
CAROLINGIEN,Zoe,Travail:temps partiel,26,1.8,58,4,Asie,1
D AUSTRASIE,Margaux,Etudiante,25,1.81,50,5,La France,1
DE LOMBARDIE,Theodora,Travail:temps plein,23,1.83,48,4,Asie,0
BUJOLD,Ludivine,Travail:temps partiel,24,1.66,51,4,Amerique,1
SCHNEBLI,Elisabeth,Travail:temps partiel,24,1.69,48,5,Amerique,1
SNIVELY,Alexine,Travail:temps plein,23,1.77,57,4,Amerique,0
DE ROME,Suzon,Etudiante,23,1.72,64,3,Europe (autre que la France),1
DE ROME,Hermine,Travail:temps partiel,27,1.77,48,3,Europe (autre que la France),1
DE LIMOGES,Flore,Travail:temps plein,24,1.71,51,4,Afrique,0
D AUSTRASIE,Lou,Travail:temps plein,24,1.71,65,4,La France,0
D ANGLETERRE,Penelope,Travail:temps partiel,23,1.79,49,4,Asie,1
D ANGLETERRE,Sixtine,Travail:temps partiel,22,1.71,65,4,La France,1
LACHARITe,AngEle,Travail:temps plein,22,1.76,68,4,Amerique,0
D ANGOULEME,Evangeline,Etudiante,27,1.73,63,5,Amerique,1
WUETRICH,Athenais,Travail:temps partiel,24,1.68,54,5,Amerique,1
DE HAINAUT,Ysaline,Travail:temps plein,25,1.7,47,4,Europe (autre que la France),0
DE THURINGE,Abigail,Travail:temps partiel,26,1.71,52,4,Europe (autre que la France),1
GOBEIL,Romane,Travail:temps plein,25,1.78,63,3,La France,0
DE HALLUIN,Armance,Etudiante,27,1.7,56,3,Amerique,1
SANDOZ GENDRE,Nathalie,Travail:temps plein,24,1.78,54,3,Europe (autre que la France),0
D AUSTRASIE,Eve,Etudiante,23,1.77,54,3,Europe (autre que la France),1
DE TOXANDRIE,Maria,Travail:temps plein,26,1.66,53,4,Afrique,0
DE CASTILLE,Amandine,Travail:temps plein,27,1.74,53,5,Asie,0
DE FRANCIE,Aure,Etudiante,23,1.75,57,4,Amerique,1
DE COLOGNE,Rose,Etudiante,27,1.78,58,3,Amerique,1
DE THURINGE,Coralie,Etudiante,22,1.81,61,3,Afrique,1
DE LOMBARDIE,Leonie,Travail:temps plein,27,1.73,62,5,Afrique,0
DE MONTCLAR,Fantine,Travail:temps plein,27,1.78,60,5,La France,0
GAUDREAULT,Sibylle,Etudiante,27,1.84,46,5,Afrique,1
DE BURGONDIE,Blandine,Travail:temps partiel,24,1.8,61,3,Afrique,1
MALTAIS,Victoire,Travail:temps partiel,25,1.65,62,5,Afrique,1
DE HALLEWIN,Abigaelle,Travail:temps plein,23,1.77,48,4,La France,0
DE TOXANDRIE,Lyne,Travail:temps partiel,23,1.7,56,3,Asie,1
DE NORMANDIE,Barbara,Travail:temps plein,23,1.76,53,4,La France,0
DE CHAMPAGNE,Mathilde,Travail:temps partiel,25,1.81,59,4,Amerique,1
DE LUXEMBOURG,Leonie,Travail:temps partiel,23,1.76,48,5,Afrique,1
BUJOLD,Alexine,Etudiante,22,1.82,56,5,Europe (autre que la France),1
DE BURGONDIE,Eugenie,Etudiante,26,1.69,60,4,Europe (autre que la France),1
WUETRICH,Amandine,Etudiante,24,1.84,68,3,La France,1
DE CASTILLE,Victoire,Travail:temps plein,25,1.79,60,3,Asie,0
DE FRANCIE,Theodora,Travail:temps partiel,23,1.68,65,5,Asie,1
DE NORMANDIE,Marylou,Travail:temps partiel,23,1.74,65,4,Asie,1
DE PROVENCE,Ambrine,Etudiante,25,1.78,61,3,Amerique,1
D AUSTRASIE,Romane,Travail:temps plein,24,1.65,48,4,Afrique,0
DE LOMBARDIE,Hermione,Travail:temps partiel,22,1.68,65,3,Asie,1
D AUSTRASIE,Alice,Travail:temps plein,27,1.81,58,4,Amerique,0
DE LIMOGES,Elisabeth,Travail:temps plein,22,1.65,68,5,Europe (autre que la France),0
GAUDREAULT,Abigaelle,Travail:temps partiel,22,1.7,67,5,La France,1
DE CHAMPAGNE,Sibylle,Travail:temps partiel,22,1.65,65,5,Asie,1
BUJOLD,Lucile,Travail:temps partiel,23,1.81,53,4,Asie,1
SNAVELY,Esther,Travail:temps partiel,24,1.73,66,4,Europe (autre que la France),1
DE BAVIERE,Fantine,Etudiante,25,1.8,67,3,Amerique,1
DE CASTILLE,Eulalie,Travail:temps plein,23,1.79,46,3,La France,0
DE LOMBARDIE,Lauriane,Etudiante,23,1.78,64,4,Europe (autre que la France),1
DE TOULOUSE,Marceline,Travail:temps plein,23,1.66,50,3,Afrique,0
DE THURINGE,Victoria,Travail:temps plein,26,1.82,67,4,Amerique,0
SNAVELY,InEs,Travail:temps partiel,24,1.66,49,5,Europe (autre que la France),1
DE BURGONDIE,Anais,Travail:temps partiel,24,1.79,55,4,Asie,1
DE LOMBARDIE,Eve,Etudiante,24,1.78,54,4,Asie,1
DE LIMOGES,Juliette,Etudiante,22,1.77,60,3,La France,1
DE LIMOGES,Catherine,Travail:temps partiel,23,1.74,48,5,Europe (autre que la France),1
DE NORMANDIE,Camille,Travail:temps plein,25,1.75,48,3,Afrique,0
BOULIANNE,Alexine,Etudiante,25,1.81,59,3,Amerique,1
DE TOULOUSE,Eve,Travail:temps plein,26,1.7,52,5,Afrique,0
D AUSTRASIE,Mathilde,Travail:temps partiel,25,1.77,59,5,Europe (autre que la France),1
GOBEIL,Marceline,Travail:temps partiel,23,1.79,50,5,Asie,1
DE CHAMPAGNE,Jeanne,Etudiante,22,1.7,60,3,La France,1
GOBEIL,Juliette,Travail:temps partiel,22,1.66,53,5,Asie,1
WUETRICH,Lise,Travail:temps partiel,26,1.67,66,5,Afrique,1
DE SAVOIE,Emmanuelle,Travail:temps plein,25,1.7,51,3,Amerique,0
D eGYPTE,Aimee,Travail:temps partiel,25,1.84,66,5,Europe (autre que la France),1
DE CHAMPAGNE,Emma,Travail:temps partiel,26,1.65,63,5,Europe (autre que la France),1
DE NAVARRE,Luce,Etudiante,22,1.76,53,4,Afrique,1
DE MONTMORENCY,Juliette,Etudiante,22,1.73,51,3,La France,1
DE HALLUIN,Albane,Travail:temps plein,26,1.8,60,5,Europe (autre que la France),0
DE COLOGNE,Charlotte,Etudiante,26,1.8,63,5,Europe (autre que la France),1
DE HALLEWIN,Olivia,Etudiante,22,1.83,66,3,Afrique,1
WUETRICH,Victoria,Etudiante,26,1.8,53,5,La France,1
D AUTRICHE,Celine,Travail:temps plein,23,1.73,47,5,Asie,0
D AQUITAINE,Manon,Travail:temps partiel,27,1.66,59,4,Amerique,1
DE VERMANDOIS,Luce,Etudiante,25,1.66,68,3,Afrique,1
D ANGOULEME,Colette,Travail:temps plein,22,1.8,54,5,La France,0
DE NAVARRE,Elisabeth,Travail:temps plein,24,1.65,53,4,Europe (autre que la France),0
DE TOXANDRIE,Aglae,Travail:temps plein,23,1.7,49,5,La France,0
CAROLINGIEN,HelEne,Etudiante,27,1.79,56,3,Asie,1
WUETRICH,Lauriane,Travail:temps plein,24,1.8,50,3,Asie,0
DE TOULOUSE,Nathalie,Etudiante,24,1.71,60,3,Amerique,1
DE LUXEMBOURG,SolEne,Travail:temps plein,26,1.82,65,3,La France,0
DE VERMANDOIS,Eleonore,Travail:temps plein,22,1.72,56,3,La France,0
DE MONTMORENCY,Ambre,Travail:temps partiel,22,1.79,58,3,Afrique,1
DE CASTILLE,Berenice,Etudiante,27,1.73,66,3,Asie,1
DE HALLEWIN,Romane,Etudiante,26,1.78,64,5,La France,1
DE GASCOGNE,Evangeline,Travail:temps plein,27,1.65,64,3,Amerique,0
DE TOULOUSE,Camille,Travail:temps plein,24,1.74,66,4,Asie,0
DE HALLEWIN,Margaux,Etudiante,27,1.75,50,3,Afrique,1
DE HALLUIN,Amandine,Etudiante,26,1.66,58,5,Asie,1
DE LIMOGES,LaurEne,Travail:temps partiel,22,1.83,58,5,La France,1
DE SAXE,Heloise,Travail:temps partiel,22,1.66,58,4,Asie,1
MALTAIS,Prune,Etudiante,26,1.7,67,3,Afrique,1
DE CHAMPAGNE,Zelie,Travail:temps plein,26,1.83,50,4,Europe (autre que la France),0
DE CASTILLE,Mathilde,Travail:temps plein,22,1.65,61,4,Asie,0
DE HALLEWIN,Aline,Etudiante,27,1.69,65,3,Europe (autre que la France),1
DE BAVIERE,Theodora,Travail:temps partiel,25,1.81,46,3,La France,1
SCHNEBLI,Clarisse,Travail:temps partiel,24,1.75,54,3,La France,1
DE NAVARRE,Chloe,Etudiante,23,1.74,47,5,Europe (autre que la France),1
DE TOXANDRIE,Esther,Travail:temps plein,24,1.82,56,4,Asie,0
DE SAXE,Maria,Travail:temps partiel,26,1.76,55,5,Europe (autre que la France),1
CAROLINGIEN,Eve,Etudiante,26,1.79,51,3,Asie,1
WUETRICH,Cyrielle,Etudiante,26,1.84,48,4,Europe (autre que la France),1
D ANGOULEME,Barbara,Travail:temps plein,22,1.79,65,3,Amerique,0
SANDOZ GENDRE,Zelie,Travail:temps plein,25,1.81,49,3,La France,0
BUJOLD,Artemis,Travail:temps partiel,23,1.82,57,5,Asie,1
DE DANEMARK,Melodie,Travail:temps plein,25,1.69,49,3,Amerique,0
DE TOXANDRIE,Ludivine,Travail:temps plein,27,1.7,67,4,Asie,0
GOBEIL,Eve,Travail:temps partiel,25,1.7,62,5,Afrique,1
D ANGOULEME,HelEne,Etudiante,22,1.67,55,5,Afrique,1
DE MONTMORENCY,Blandine,Travail:temps plein,22,1.7,63,4,Afrique,0
DE ROME,Alice,Travail:temps partiel,22,1.73,68,3,Afrique,1
DE LOMBARDIE,Sixtine,Travail:temps plein,22,1.77,68,3,La France,0
DE BAVIERE,Jeanne,Etudiante,27,1.65,66,4,Europe (autre que la France),1
BOULIANNE,Laetitia,Travail:temps plein,27,1.78,63,3,La France,0
DE COLOGNE,Prune,Travail:temps partiel,22,1.77,63,5,Asie,1
DE BURGONDIE,Estelle,Travail:temps partiel,26,1.8,62,4,Amerique,1
DE COLOGNE,Cyrielle,Travail:temps partiel,22,1.79,46,4,Europe (autre que la France),1
DE COLOGNE,Fantine,Etudiante,24,1.79,56,3,Asie,1
CAROLINGIEN,Iris,Etudiante,26,1.8,57,5,La France,1
DE NORMANDIE,Daphne,Travail:temps partiel,25,1.84,66,4,Afrique,1
DE TOULOUSE,Claire,Travail:temps partiel,23,1.8,49,4,Europe (autre que la France),1
D ANGOULEME,SolEne,Travail:temps plein,22,1.66,63,3,Afrique,0
SCHNEBLI,Margaux,Travail:temps plein,22,1.7,63,4,La France,0
DE THURINGE,HelEne,Etudiante,24,1.78,66,5,Asie,1
DE HALLUIN,Nathalie,Travail:temps partiel,27,1.82,63,4,Asie,1
D ALeMANIE,Armelle,Travail:temps partiel,23,1.78,63,5,La France,1
DE CHAMPAGNE,Manon,Travail:temps plein,25,1.7,62,3,Asie,0
GAUDREAULT,Clarisse,Travail:temps plein,25,1.82,48,3,Europe (autre que la France),0
DE LOMBARDIE,Capucine,Travail:temps partiel,24,1.65,47,5,Afrique,1
D eGYPTE,Tiphaine,Etudiante,25,1.67,67,3,La France,1
GAUDREAULT,Barbara,Etudiante,22,1.75,51,3,Europe (autre que la France),1
D eGYPTE,Morgane,Etudiante,24,1.73,64,5,Europe (autre que la France),1
D eGYPTE,Olivia,Etudiante,22,1.68,59,4,Europe (autre que la France),1
DE GASCOGNE,Lou,Etudiante,24,1.72,64,4,La France,1
DE NORMANDIE,Marianne,Travail:temps plein,25,1.84,47,5,Amerique,0
DE COLOGNE,Audrey,Etudiante,27,1.79,59,5,Afrique,1
DE HALLEWIN,Blanche,Travail:temps plein,24,1.74,56,3,Asie,0
DE THURINGE,Armelle,Travail:temps plein,22,1.66,60,5,Asie,0
MALTAIS,Lise,Travail:temps plein,24,1.8,68,5,La France,0
D eGYPTE,Ludivine,Travail:temps partiel,24,1.73,46,5,La France,1
SNAVELY,Eglantine,Etudiante,23,1.74,51,4,Europe (autre que la France),1
SANDOZ GENDRE,Marylou,Travail:temps plein,25,1.65,53,3,Amerique,0
DE ROME,Lise,Etudiante,24,1.71,55,5,Europe (autre que la France),1
DE PROVENCE,Lise,Travail:temps partiel,24,1.8,59,5,Amerique,1
SNIVELY,Eglantine,Travail:temps partiel,23,1.76,49,5,Afrique,1
D ALeMANIE,Manon,Travail:temps partiel,27,1.67,61,4,Amerique,1
SNIVELY,Auxane,Etudiante,25,1.72,55,4,La France,1
DE LUXEMBOURG,Penelope,Etudiante,26,1.65,63,3,La France,1
DE WISIGOTHIE,Stephanie,Travail:temps plein,22,1.8,63,3,Afrique,0
D ANGLETERRE,Alix,Travail:temps plein,24,1.79,68,5,Asie,0
DE VERMANDOIS,AdEle,Travail:temps plein,22,1.7,54,5,Amerique,0
DE HALLUIN,Flore,Travail:temps partiel,22,1.74,67,4,Amerique,1
CAROLINGIEN,Amelie,Etudiante,22,1.74,55,5,La France,1
DE ROME,Gabrielle,Travail:temps plein,26,1.79,50,3,Asie,0
LACHARITe,Auxane,Travail:temps partiel,24,1.65,50,4,La France,1
D ALeMANIE,Adelie,Etudiante,22,1.83,47,5,Amerique,1
GOBEIL,Victoria,Travail:temps partiel,22,1.76,46,3,Afrique,1
DE COLOGNE,Abigail,Etudiante,26,1.7,62,4,Asie,1
DE COLOGNE,AdEle,Etudiante,27,1.76,49,4,Asie,1
D eGYPTE,Claire,Travail:temps partiel,27,1.68,68,5,Afrique,1
DE SAVOIE,Aimee,Travail:temps partiel,22,1.69,49,3,La France,1
DE BURGONDIE,Victoria,Etudiante,25,1.79,58,4,Europe (autre que la France),1
DE LUXEMBOURG,Marion,Etudiante,22,1.81,59,3,Europe (autre que la France),1
DE SAVOIE,MylEne,Etudiante,27,1.71,58,5,La France,1
CAROLINGIEN,Clarisse,Etudiante,23,1.81,57,5,Asie,1
WUETRICH,Eleonore,Travail:temps partiel,26,1.78,57,3,Asie,1
DE LIMOGES,AdEle,Travail:temps plein,22,1.84,60,4,Europe (autre que la France),0
D AQUITAINE,Julia,Travail:temps partiel,26,1.75,65,4,Europe (autre que la France),1
BOULIANNE,Esther,Travail:temps plein,22,1.83,50,5,La France,0
D eGYPTE,Violette,Travail:temps plein,24,1.66,54,5,Amerique,0
DE HAINAUT,Amandine,Etudiante,23,1.8,57,3,Asie,1
DE VERMANDOIS,Line,Etudiante,24,1.65,64,5,Afrique,1
DE HALLUIN,Heloise,Travail:temps partiel,24,1.69,65,5,Afrique,1
D ANGOULEME,Abigail,Travail:temps partiel,27,1.67,50,3,Asie,1
BOULIANNE,Marylou,Travail:temps partiel,22,1.72,53,5,Amerique,1
DE HAINAUT,Jacinthe,Travail:temps plein,22,1.66,60,3,Europe (autre que la France),0
DE GASCOGNE,Abigail,Etudiante,24,1.81,59,4,La France,1
D ALeMANIE,Armelle,Travail:temps plein,24,1.66,67,3,Amerique,0
DE THURINGE,Gwenaelle,Travail:temps partiel,26,1.67,58,5,La France,1
LACHARITe,Aglae,Travail:temps partiel,27,1.73,52,5,Afrique,1
